#Frame      LE[total]      LE[vdw]     LE[elec]     LE[bond]    LE[angle] LE[dihedral]    LE[vdw14]   LE[elec14]
       1   88462.2956  -11804.8003   -2149.0533    5127.5461   25090.2872   56221.5062   10682.0654    5294.7443
       2   88259.1930  -11806.6994   -2147.5695    5071.2511   24956.7231   56204.4183   10682.6507    5298.4187
       3   88454.6992  -11812.3252   -2150.4831    5178.8970   24979.4825   56271.3679   10684.8842    5302.8760
       4   88428.7678  -11794.3785   -2154.9819    5146.0532   24918.1928   56331.1400   10681.3129    5301.4293
       5   88446.3988  -11780.2494   -2154.0083    5169.2838   24924.8999   56318.7402   10668.3190    5299.4137
       6   88422.4609  -11806.1172   -2152.1026    5136.8157   24980.8157   56309.2224   10654.2495    5299.5774
       7   88392.2546  -11846.9491   -2156.2598    5144.4123   24976.6344   56323.1756   10648.1803    5303.0608
       8   88368.5031  -11831.4891   -2160.6321    5035.5706   25074.2100   56298.1344   10647.4627    5305.2465
       9   88408.6565  -11798.2981   -2160.8177    5058.8674   25108.5687   56254.2887   10642.4462    5303.6012
      10   88491.0239  -11794.1224   -2158.7215    5113.3448   25131.9188   56246.4851   10649.6065    5302.5125
      11   88495.5842  -11825.3809   -2156.2449    5178.8472   25060.9813   56270.7220   10666.2940    5300.3655
      12   88342.4307  -11837.4121   -2154.1097    5050.2573   25042.5646   56261.5274   10685.2432    5294.3601
      13   88370.0273  -11827.0845   -2153.7561    5100.3017   25054.3715   56196.2749   10707.1735    5292.7464
      14   88288.6484  -11811.2388   -2157.5854    5082.8427   24994.8694   56165.4434   10715.1219    5299.1952
      15   88406.2235  -11801.6172   -2160.0138    5102.0011   25054.1708   56192.8342   10713.3992    5305.4491
      16   88322.8789  -11800.7503   -2158.7559    5026.0339   25000.3288   56236.3398   10712.7372    5306.9454
      17   88409.4012  -11813.4818   -2157.2043    5120.5499   24970.9193   56282.6395   10702.4455    5303.5330
      18   88374.1520  -11826.7059   -2158.3564    5142.6244   24938.9829   56302.9100   10678.1626    5296.5345
      19   88422.2193  -11822.3725   -2161.2355    5174.5226   25017.6794   56280.7721   10642.5365    5290.3169
      20   88403.3263  -11796.6523   -2159.2093    5156.1027   25037.2755   56257.8232   10618.9719    5289.0146
      21   88489.8474  -11771.5558   -2154.7338    5188.4027   25081.0049   56236.0647   10620.6682    5289.9966
      22   88335.7656  -11799.8799   -2151.4336    5178.4229   25007.6875   56181.3925   10627.3832    5292.1930
      23   88409.2973  -11831.4838   -2150.2561    5223.6753   25024.3067   56209.3731   10635.5706    5298.1116
      24   88536.6366  -11815.2016   -2152.7397    5177.2544   25105.0202   56280.9464   10647.2327    5294.1241
      25   88331.4707  -11794.3826   -2156.8664    5007.2783   25061.8504   56265.9733   10661.5515    5286.0662
      26   88439.5763  -11805.5004   -2160.2612    5118.5936   25080.2207   56246.2033   10670.4867    5289.8335
