#Frame     CT1[total]     CT1[vdw]    CT1[elec]    CT1[bond]   CT1[angle] CT1[dihedral]   CT1[vdw14]  CT1[elec14]
       1   28983.0239  -19956.7810    4120.3251    4034.8898   24286.6615    22116.8599     805.1182   -6424.0496
       2   28737.3831  -19972.5205    4123.5673    4073.5540   24013.3681    22134.1924     788.3303   -6423.1084
       3   28939.0595  -19956.6831    4120.5905    4132.5868   24097.5550    22171.5536     794.6827   -6421.2259
       4   28996.5445  -19932.6582    4106.0224    4094.0779   24148.0119    22198.5262     795.9350   -6413.3708
       5   28903.6367  -19926.3254    4097.9233    4117.6986   24038.9367    22189.4654     792.0332   -6406.0952
       6   28831.6945  -19950.8133    4105.2126    4001.2433   24109.1525    22169.2486     800.9396   -6403.2887
       7   28883.7623  -19965.2797    4112.0454    4090.6673   24085.3019    22154.5147     803.8646   -6397.3519
       8   28995.2897  -19961.9067    4113.3371    4155.0996   24111.0005    22167.7275     804.5566   -6394.5249
       9   28885.1150  -19969.3517    4116.5146    3933.7853   24213.6602    22191.4873     798.0330   -6399.0137
      10   28791.4280  -19961.1721    4117.6719    4035.7623   23991.9941    22222.1908     786.4449   -6401.4639
      11   29045.9696  -19954.3076    4116.9181    4236.0274   24027.9112    22230.0229     795.7836   -6406.3862
      12   29054.0956  -19942.7830    4119.9112    4099.6572   24174.0479    22212.1482     809.1595   -6418.0455
      13   28780.0019  -19943.6069    4122.2558    4035.8627   24003.7320    22184.9663     798.4296   -6421.6375
      14   28951.6162  -19951.6227    4126.4057    4117.4073   24100.4317    22179.1481     801.6237   -6421.7776
      15   29121.7736  -19975.2612    4134.6435    4166.9773   24219.7806    22196.6501     802.8554   -6423.8722
      16   28938.2250  -19981.7121    4137.2776    4110.9697   24065.0056    22224.4634     797.1203   -6414.8994
      17   28859.1207  -19970.3836    4135.5545    3978.8588   24077.9268    22240.3165     800.5948   -6403.7471
      18   29083.0132  -19951.8163    4136.5973    4111.0724   24160.8662    22230.3578     797.7210   -6401.7852
      19   28890.3081  -19948.1417    4134.0696    4180.6167   23913.5832    22209.9278     795.5280   -6395.2756
      20   28945.5640  -19940.2488    4131.9368    4054.0504   24080.2185    22202.7895     806.6175   -6389.8000
      21   28859.2251  -19948.6465    4133.9656    4049.9473   23989.1174    22218.3384     811.5554   -6395.0525
      22   29061.2825  -19954.5049    4132.8449    4112.7243   24126.6603    22237.2449     805.3006   -6398.9875
      23   29064.8896  -19955.0736    4135.3890    4092.7906   24151.5444    22252.7119     793.0174   -6405.4901
      24   28935.6357  -19925.6700    4145.6477    4029.9770   24073.8117    22241.3000     790.1181   -6419.5487
      25   28943.3850  -19905.1573    4147.2913    4005.7244   24098.8134    22220.4585     800.2709   -6424.0162
      26   29088.0724  -19904.7351    4142.3431    4103.3886   24165.3227    22201.3605     801.3547   -6420.9622
      27   28963.1576  -19934.4959    4144.9965    4119.9232   24062.9010    22193.7009     797.0449   -6420.9131
      28   29041.9147  -19941.6842    4150.2841    4048.5402   24202.2235    22190.2352     804.0870   -6411.7712
      29   29037.3676  -19949.6385    4150.0716    4107.6832   24123.7403    22197.2934     805.8273   -6397.6096
      30   28949.3978  -19955.3861    4149.4516    4112.7085   24027.3950    22216.8647     793.8213   -6395.4572
      31   29058.8359  -19919.9338    4148.4636    4066.2831   24153.3259    22217.2779     792.0132   -6398.5940
      32   28917.5657  -19884.6597    4149.3537    4079.7835   23965.6999    22212.9309     795.1544   -6400.6970
      33   29032.5774  -19880.3714    4153.8011    4023.9454   24115.7867    22210.2923     813.2267   -6404.1034
      34   29034.7606  -19901.0278    4154.1770    4081.1321   24077.5384    22212.3404     814.5186   -6403.9181
      35   29067.3622  -19895.7191    4151.6548    4130.2248   24060.6568    22221.7055     803.7208   -6404.8815
      36   28990.4966  -19876.3179    4152.2998    4057.1557   24043.7115    22224.4637     799.3110   -6410.1271
      37   29009.4966  -19879.2555    4150.4809    4044.1270   24091.2471    22217.0753     797.4978   -6411.6760
      38   29037.0049  -19885.6802    4145.3666    4087.4259   24091.6361    22213.7697     797.1197   -6412.6329
      39   29030.9203  -19884.8427    4145.7617    4102.2065   24082.2269    22207.6355     793.9535   -6416.0211
      40   29133.2002  -19884.0341    4152.9202    4111.7719   24175.3530    22195.2130     796.0221   -6414.0458
      41   28952.0107  -19864.5985    4160.6897    4050.1810   24026.1599    22182.7440     803.3359   -6406.5012
      42   28982.9235  -19874.9403    4160.0765    4067.0314   24031.0669    22179.8509     816.7275   -6396.8894
      43   29045.3680  -19865.8457    4150.6530    4104.0818   24056.4340    22171.8472     817.9192   -6389.7215
      44   28875.7173  -19858.5714    4145.3105    4033.7003   24004.0235    22146.2861     799.7385   -6394.7702
      45   29040.0156  -19864.6226    4149.2134    4068.5813   24164.6186    22131.8131     794.4453   -6404.0335
      46   29039.0907  -19886.5912    4154.0140    4069.7818   24182.9237    22126.6580     799.2028   -6406.8984
      47   28999.5267  -19904.6565    4157.8362    4045.9457   24198.0942    22116.9474     797.3725   -6412.0128
      48   28976.0152  -19894.4741    4161.5094    4002.0146   24209.9154    22118.4603     799.2302   -6420.6406
      49   28959.0430  -19879.8002    4164.0009    4015.2903   24150.9903    22127.2059     806.2915   -6424.9358
      50   28993.6669  -19878.7856    4164.6710    4047.4700   24142.7737    22129.2072     813.5334   -6425.2030
      51   29023.8715  -19881.3901    4155.9860    4009.3901   24217.1318    22113.2079     825.6543   -6416.1084
      52   29087.0068  -19890.1231    4142.0035    4081.6512   24229.4538    22114.0353     810.1866   -6400.2004
      53   28977.4151  -19897.8012    4140.7261    4084.0490   24132.6895    22124.4024     790.3025   -6396.9532
      54   29023.5008  -19889.9170    4149.4150    4069.4568   24164.9566    22138.0095     793.8725   -6402.2926
      55   28944.9694  -19883.6240    4153.0402    4028.8930   24087.9392    22165.7469     794.8080   -6401.8338
      56   29023.6198  -19872.9462    4153.4587    4094.3609   24043.2257    22206.6649     801.6384   -6402.7826
      57   29059.8889  -19854.1751    4151.0555    4053.4828   24070.2179    22245.7815     799.1796   -6405.6533
      58   29037.6754  -19873.8777    4143.6330    4029.0725   24087.2063    22263.1079     793.5257   -6404.9923
      59   29071.4289  -19908.7938    4136.9614    4052.3401   24114.3680    22279.0269     805.6347   -6408.1084
      60   28947.5096  -19944.5459    4132.2910    4019.7322   24055.1489    22295.3939     799.5803   -6410.0907
      61   29008.9781  -19937.6176    4132.5380    4069.7367   24061.0631    22303.7527     783.9336   -6404.4283
      62   28996.6296  -19933.2735    4141.7289    3990.2903   24108.6504    22310.9645     782.3539   -6404.0848
      63   29036.5457  -19930.8942    4147.7661    4017.6046   24092.8017    22333.6603     781.5393   -6405.9321
      64   28909.0027  -19952.8692    4140.7052    4044.2012   23926.4372    22358.5222     789.6037   -6397.5977
