1.000000000000000000e+00 2.096634954604905111e-06 8.562718452054331900e-09 3.895794284206737302e+03 3.895794284206737302e+03
2.000000000000000000e+00 6.333981219287499498e-06 2.586816448053497930e-08 1.289561523697832399e+03 1.289561523697832399e+03
3.000000000000000000e+00 1.071036194315067329e-05 4.374143130513570095e-08 7.626314139123331870e+02 7.626314139123331870e+02
4.000000000000000000e+00 1.534410516105112919e-05 6.266577407966258929e-08 5.323255013235518618e+02 5.323255013235518618e+02
5.000000000000000000e+00 2.040436116656776935e-05 8.333200754838830105e-08 4.003094439242273097e+02 4.003094439242273097e+02
6.000000000000000000e+00 2.616933092479998307e-05 1.068763125862924400e-07 3.121233208326770523e+02 3.121233208326770523e+02
7.000000000000000000e+00 3.317494319951930606e-05 1.354874379330896661e-07 2.462116791909441531e+02 2.462116791909441531e+02
8.000000000000000000e+00 4.268095081587823183e-05 1.743102509569735993e-07 1.913748010782165636e+02 1.913748010782165636e+02
9.000000000000000000e+00 5.790100368539108339e-05 2.364693918511875515e-07 1.410693762166805527e+02 1.410693762166805527e+02
1.000000000000000000e+01 7.818203572163737690e-05 3.192977196256790890e-07 1.044748758052264321e+02 1.044748758052264321e+02
1.100000000000000000e+01 9.682020758366793141e-05 3.954165584178345082e-07 8.436315802317766099e+01 8.436315802317766099e+01
1.200000000000000000e+01 1.208728828829383657e-04 4.936483875466897833e-07 6.757560734386018453e+01 6.757560734386018453e+01
1.300000000000000000e+01 1.654354780260210199e-04 6.756433289479248241e-07 4.937307625715630621e+01 4.937307625715630621e+01
1.400000000000000000e+01 2.162260029613318358e-04 8.830733177010533245e-07 3.777556057251150179e+01 3.777556057251150179e+01
1.500000000000000000e+01 2.664284037900679285e-04 1.088101390408470173e-06 3.065761141088341901e+01 3.065761141088341901e+01
1.600000000000000000e+01 3.418444636908316643e-04 1.396102783915331012e-06 2.389407856435298072e+01 2.389407856435298072e+01
1.700000000000000000e+01 4.644881104956347659e-04 1.896983023089163285e-06 1.758507545758720880e+01 1.758507545758720880e+01
1.800000000000000000e+01 7.153382986009826318e-04 2.921462525194826270e-06 1.141845541919460949e+01 1.141845541919460949e+01
1.900000000000000000e+01 2.068430500634858230e-03 8.447530637452173373e-06 3.948916083818547307e+00 3.948916083818547307e+00
2.000000000000000000e+01 2.438008986599727451e-03 9.956899979169568735e-06 3.350298754890879582e+00 3.350298754890879582e+00
2.100000000000000000e+01 2.677395649740321390e-03 1.093456211017031236e-05 3.050747644641185641e+00 3.050747644641185641e+00
2.200000000000000000e+01 2.998981093798910001e-03 1.224792646561265877e-05 2.723611192183638785e+00 2.723611192183638785e+00
2.300000000000000000e+01 3.225256979278857787e-03 1.317204379733919921e-05 2.532529508406538010e+00 2.532529508406538010e+00
2.400000000000000000e+01 3.374284437738009866e-03 1.378067629466938369e-05 2.420678701791184384e+00 2.420678701791184384e+00
2.500000000000000000e+01 3.476464733314817146e-03 1.419798360915931630e-05 2.349530082656578145e+00 2.349530082656578145e+00
2.600000000000000000e+01 3.594443511242813392e-03 1.467981238745765505e-05 2.272412529691878902e+00 2.272412529691878902e+00
2.700000000000000000e+01 3.647998186964601305e-03 1.489853124883576870e-05 2.239052229084098844e+00 2.239052229084098844e+00
2.800000000000000000e+01 3.694080815237297567e-03 1.508673404997820030e-05 2.211120676766555437e+00 2.211120676766555437e+00
2.900000000000000000e+01 3.845853722529671715e-03 1.570657904060950615e-05 2.123860932195094087e+00 2.123860932195094087e+00
3.000000000000000000e+01 3.957438617975168188e-03 1.616229501591706950e-05 2.063976036196120578e+00 2.063976036196120578e+00
3.100000000000000000e+01 4.029164525514409775e-03 1.645522571929377838e-05 2.027233790155296145e+00 2.027233790155296145e+00
3.200000000000000000e+01 4.133383077731060326e-03 1.688085733349152363e-05 1.976119396294024888e+00 1.976119396294024888e+00
3.300000000000000000e+01 4.658641485470678238e-03 1.902602802721214338e-05 1.753313384962611021e+00 1.753313384962611021e+00
3.400000000000000000e+01 4.957329512973541151e-03 2.024587866400953939e-05 1.647673097146697074e+00 1.647673097146697074e+00
3.500000000000000000e+01 5.783080891681563127e-03 2.361827143641035255e-05 1.412406055735248689e+00 1.412406055735248689e+00
3.600000000000000000e+01 7.741043608382130667e-03 3.161464841462671899e-05 1.055162441324233313e+00 1.055162441324233313e+00
3.700000000000000000e+01 7.917653933957897322e-03 3.233593014767686578e-05 1.031626102927533761e+00 1.031626102927533761e+00
3.800000000000000000e+01 8.202783328256293624e-03 3.350040693006554578e-05 9.957666983694626328e-01 9.957666983694626328e-01
3.900000000000000000e+01 9.946482729856542804e-03 4.062172626518659044e-05 8.212006891340219994e-01 8.212006891340219994e-01
4.000000000000000000e+01 1.057834443916080835e-02 4.320226795916296664e-05 7.721490370440067252e-01 7.721490370440067252e-01
