1.000000000000000000e+00 5.673273365352431995e-07 9.115707726907129678e-09 5.664387645745366171e+04 5.664387645745366171e+04
2.000000000000000000e+00 1.703122614011811794e-06 2.736545019535348341e-08 1.886864709402283916e+04 1.886864709402283916e+04
3.000000000000000000e+00 2.842356099926437395e-06 4.567043714296934286e-08 1.130597941703020660e+04 1.130597941703020660e+04
4.000000000000000000e+00 3.987385196954087128e-06 6.406854686751287749e-08 8.059321579010360438e+03 8.059321579010360438e+03
5.000000000000000000e+00 5.140648132188830819e-06 8.259895633813404033e-08 6.251277802971424535e+03 6.251277802971424535e+03
6.000000000000000000e+00 6.304725579019398431e-06 1.013031313239493680e-07 5.097068723907368621e+03 5.097068723907368621e+03
7.000000000000000000e+00 7.482377839344417472e-06 1.202254238308036425e-07 4.294840524179433487e+03 4.294840524179433487e+03
8.000000000000000000e+00 8.676602939957382533e-06 1.394140055829325197e-07 3.703709825610205371e+03 3.703709825610205371e+03
9.000000000000000000e+00 9.890703127758238515e-06 1.589219364553736257e-07 3.249073311223951350e+03 3.249073311223951350e+03
1.000000000000000000e+01 1.112841892556438820e-05 1.788093184572378201e-07 2.887707568935608379e+03 2.887707568935608379e+03
1.100000000000000000e+01 1.239390461665179254e-05 1.991429018219788609e-07 2.592856775617172389e+03 2.592856775617172389e+03
1.200000000000000000e+01 1.369202267806437434e-05 2.200008159058020814e-07 2.347032306126849562e+03 2.347032306126849562e+03
1.300000000000000000e+01 1.502844588637336342e-05 2.414742098035831475e-07 2.138319544456466701e+03 2.138319544456466701e+03
1.400000000000000000e+01 1.640992776387160561e-05 2.636715978268739874e-07 1.958303535765033303e+03 1.958303535765033303e+03
1.500000000000000000e+01 1.784465320693723041e-05 2.867244933337540716e-07 1.800854249672143396e+03 1.800854249672143396e+03
1.600000000000000000e+01 1.934273762918986447e-05 3.107954288661179649e-07 1.661379075583547319e+03 1.661379075583547319e+03
1.700000000000000000e+01 2.091706746519485829e-05 3.360914612033145820e-07 1.536334843070660099e+03 1.536334843070660099e+03
1.800000000000000000e+01 2.258418006058365377e-05 3.628783092692297246e-07 1.422926113564118396e+03 1.422926113564118396e+03
1.900000000000000000e+01 2.436639270053602655e-05 3.915145629569561929e-07 1.318850104592281923e+03 1.318850104592281923e+03
2.000000000000000000e+01 2.629471931615382052e-05 4.224985482119939288e-07 1.222132062915630740e+03 1.222132062915630740e+03
2.100000000000000000e+01 2.841447234532720498e-05 4.565583366670673036e-07 1.130959574792994317e+03 1.130959574792994317e+03
2.200000000000000000e+01 3.079644085758804660e-05 4.948313536259755881e-07 1.043484853014128021e+03 1.043484853014128021e+03
2.300000000000000000e+01 3.356124987095354445e-05 5.392557789330270774e-07 9.575215370465435853e+02 9.575215370465435853e+02
2.400000000000000000e+01 3.694601879777855487e-05 5.936416022012791175e-07 8.697992532708493627e+02 8.697992532708493627e+02
2.500000000000000000e+01 4.154686548829278754e-05 6.675671316551736950e-07 7.734787975928974220e+02 7.734787975928974220e+02
2.600000000000000000e+01 5.020267557546041965e-05 8.066470416346798815e-07 6.401176669027331627e+02 6.401176669027331627e+02
2.700000000000000000e+01 7.718144241573251282e-05 1.240136735345246554e-06 4.163645891526910532e+02 4.163645891526910532e+02
2.800000000000000000e+01 8.793491285254142966e-05 1.412921452807555867e-06 3.654477899526319220e+02 3.654477899526319220e+02
2.900000000000000000e+01 9.661514177050291210e-05 1.552393719915327663e-06 3.326147327711081516e+02 3.326147327711081516e+02
3.000000000000000000e+01 1.060290702941632556e-04 1.703654932723730873e-06 3.030831023273394749e+02 3.030831023273394749e+02
3.100000000000000000e+01 1.222600770090847492e-04 1.964451661170289921e-06 2.628463873718209811e+02 2.628463873718209811e+02
3.200000000000000000e+01 1.563460178943008655e-04 2.512138075514192832e-06 2.055416568611560422e+02 2.055416568611560422e+02
3.300000000000000000e+01 1.699131523653653309e-04 2.730132211466053174e-06 1.891296766276051642e+02 1.891296766276051642e+02
3.400000000000000000e+01 1.835970559010170755e-04 2.950002570535985433e-06 1.750334143645738720e+02 1.750334143645738720e+02
3.500000000000000000e+01 2.299546721035084960e-04 3.694867929569843535e-06 1.397476262068443020e+02 1.397476262068443020e+02
3.600000000000000000e+01 2.566244190229190116e-04 4.123392349973522360e-06 1.252243246530975540e+02 1.252243246530975540e+02
3.700000000000000000e+01 3.246743969859073112e-04 5.216806451471762169e-06 9.897799105801810526e+01 9.897799105801810526e+01
3.800000000000000000e+01 4.077052612669248839e-04 6.550930584676173926e-06 7.882071342856511365e+01 7.882071342856511365e+01
3.900000000000000000e+01 5.657936213962237379e-04 9.091064283795402277e-06 5.679742285241152189e+01 5.679742285241152189e+01
4.000000000000000000e+01 2.697887157716967899e-03 4.334913766031141458e-05 1.191140239862095207e+01 1.191140239862095207e+01
